,count,unique,top,freq
20645,140.0,33.0,0.0,71.0
20646,146.0,37.0,0.0,68.0
20648,144.0,36.0,0.0,68.0
20649,140.0,33.0,0.0,70.0
20651,150.0,40.0,0.0,69.0
20653,140.0,32.0,0.0,73.0
20654,144.0,35.0,0.0,62.0
20656,148.0,42.0,0.0,69.0
20658,143.0,35.0,0.0,70.0
20660,144.0,33.0,0.0,66.0
20669,141.0,31.0,0.0,74.0
20672,142.0,33.0,0.0,69.0
20676,144.0,35.0,0.0,69.0
20680,142.0,31.0,0.0,70.0
20682,149.0,39.0,0.0,67.0
20686,144.0,35.0,0.0,67.0
20693,148.0,39.0,0.0,68.0
20694,140.0,33.0,0.0,69.0
20695,142.0,34.0,0.0,69.0
20706,150.0,40.0,0.0,69.0
20707,140.0,32.0,0.0,67.0
20708,145.0,39.0,0.0,65.0
20709,142.0,34.0,0.0,70.0
20710,147.0,38.0,0.0,67.0
20713,144.0,37.0,0.0,69.0
20721,142.0,35.0,0.0,67.0
20727,143.0,36.0,0.0,64.0
20731,142.0,33.0,0.0,72.0
20734,141.0,31.0,0.0,73.0
20735,146.0,36.0,0.0,68.0
20738,142.0,36.0,0.0,68.0
20740,142.0,36.0,0.0,70.0
20743,143.0,33.0,0.0,67.0
20744,145.0,36.0,0.0,69.0
20746,138.0,33.0,0.0,70.0
20748,144.0,36.0,0.0,67.0
20749,140.0,34.0,0.0,71.0
20750,143.0,34.0,0.0,66.0
20752,144.0,34.0,0.0,71.0
20753,142.0,36.0,0.0,67.0
20755,141.0,35.0,0.0,69.0
20758,144.0,36.0,0.0,67.0
20760,146.0,38.0,0.0,69.0
20767,140.0,33.0,0.0,73.0
20768,144.0,34.0,0.0,69.0
20769,142.0,34.0,0.0,67.0
20772,142.0,37.0,0.0,67.0
20775,142.0,35.0,0.0,70.0
20776,144.0,36.0,0.0,69.0
20778,145.0,37.0,0.0,70.0
20784,142.0,35.0,0.0,69.0
20785,151.0,40.0,0.0,65.0
20786,141.0,33.0,0.0,72.0
20787,142.0,34.0,0.0,70.0
20790,146.0,37.0,0.0,68.0
20791,140.0,34.0,0.0,72.0
20792,144.0,34.0,0.0,68.0
20793,143.0,34.0,0.0,67.0
20797,141.0,32.0,0.0,70.0
20801,140.0,35.0,0.0,72.0
20803,144.0,34.0,0.0,72.0
20804,145.0,37.0,0.0,66.0
20805,144.0,35.0,0.0,68.0
20807,144.0,34.0,0.0,68.0
20809,139.0,34.0,0.0,72.0
20810,144.0,35.0,0.0,67.0
20811,140.0,33.0,0.0,70.0
20812,140.0,35.0,0.0,68.0
20813,140.0,33.0,0.0,71.0
20814,141.0,33.0,0.0,71.0
20815,142.0,35.0,0.0,68.0
20816,143.0,33.0,0.0,71.0
20818,143.0,36.0,0.0,71.0
20819,145.0,34.0,0.0,71.0
20822,144.0,35.0,0.0,71.0
20829,140.0,33.0,0.0,71.0
20831,139.0,32.0,0.0,71.0
20836,148.0,37.0,0.0,66.0
20841,146.0,35.0,0.0,69.0
20842,140.0,35.0,0.0,71.0
20843,140.0,35.0,0.0,72.0
20845,143.0,35.0,0.0,66.0
20846,140.0,33.0,0.0,70.0
20847,141.0,32.0,0.0,73.0
20848,143.0,35.0,0.0,71.0
20850,142.0,34.0,0.0,68.0
20851,142.0,37.0,0.0,67.0
20852,148.0,39.0,0.0,67.0
20854,141.0,35.0,0.0,72.0
20858,142.0,36.0,0.0,68.0
20864,146.0,38.0,0.0,68.0
20865,143.0,37.0,0.0,67.0
20866,142.0,35.0,0.0,70.0
20867,146.0,37.0,0.0,69.0
20868,140.0,35.0,0.0,71.0
20871,142.0,34.0,0.0,69.0
20874,146.0,38.0,0.0,68.0
20876,149.0,39.0,0.0,72.0
20877,141.0,34.0,0.0,70.0
20879,142.0,34.0,0.0,70.0
20880,147.0,39.0,0.0,66.0
20882,145.0,36.0,0.0,71.0
20885,147.0,38.0,0.0,67.0
20889,139.0,35.0,0.0,73.0
20890,147.0,41.0,0.0,68.0
20895,143.0,35.0,0.0,76.0
20896,143.0,33.0,0.0,70.0
20898,140.0,35.0,0.0,71.0
20900,145.0,37.0,0.0,69.0
20901,143.0,34.0,0.0,71.0
20902,144.0,37.0,0.0,69.0
20904,142.0,36.0,0.0,67.0
20909,144.0,39.0,0.0,68.0
20912,142.0,37.0,0.0,66.0
20913,140.0,36.0,0.0,70.0
20914,149.0,43.0,0.0,67.0
20917,146.0,36.0,0.0,68.0
20918,142.0,32.0,0.0,70.0
20919,145.0,40.0,0.0,65.0
20924,155.0,43.0,0.0,68.0
20926,145.0,36.0,0.0,66.0
20931,146.0,37.0,0.0,68.0
20938,140.0,34.0,0.0,70.0
20940,140.0,34.0,0.0,73.0
20941,144.0,37.0,0.0,70.0
20942,144.0,36.0,0.0,70.0
20948,146.0,38.0,0.0,69.0
20949,143.0,34.0,0.0,71.0
20950,143.0,37.0,0.0,69.0
20951,142.0,35.0,0.0,70.0
20952,146.0,37.0,0.0,69.0
20953,140.0,32.0,0.0,72.0
20954,143.0,34.0,0.0,71.0
20955,147.0,41.0,0.0,62.0
20956,142.0,36.0,0.0,68.0
20958,144.0,35.0,0.0,63.0
20959,141.0,35.0,0.0,71.0
20963,147.0,38.0,0.0,70.0
20964,143.0,35.0,0.0,71.0
20965,141.0,30.0,0.0,73.0
20966,142.0,33.0,0.0,70.0
20967,146.0,38.0,0.0,67.0
20968,141.0,34.0,0.0,71.0
20969,141.0,33.0,0.0,72.0
20970,145.0,36.0,0.0,71.0
20973,142.0,34.0,0.0,69.0
20976,144.0,35.0,0.0,67.0
20979,144.0,38.0,0.0,67.0
20980,142.0,35.0,0.0,70.0
20981,143.0,36.0,0.0,67.0
20982,147.0,39.0,0.0,68.0
20983,139.0,30.0,0.0,73.0
20986,146.0,38.0,0.0,67.0
20987,141.0,35.0,0.0,70.0
20988,144.0,37.0,0.0,68.0
20989,141.0,37.0,0.0,69.0
20992,144.0,36.0,0.0,66.0
20993,143.0,38.0,0.0,64.0
20994,146.0,39.0,0.0,67.0
20995,141.0,34.0,0.0,72.0
21001,145.0,36.0,0.0,68.0
21013,143.0,34.0,0.0,68.0
21014,146.0,38.0,0.0,67.0
21015,142.0,36.0,0.0,66.0
21016,146.0,37.0,0.0,69.0
21017,144.0,36.0,0.0,68.0
21019,148.0,38.0,0.0,67.0
21020,141.0,36.0,0.0,67.0
21029,144.0,37.0,0.0,68.0
21031,144.0,36.0,0.0,68.0
21038,142.0,36.0,0.0,68.0
21039,142.0,35.0,0.0,67.0
21040,152.0,43.0,0.0,70.0
21042,140.0,34.0,0.0,71.0
21049,144.0,38.0,0.0,69.0
21051,142.0,37.0,0.0,67.0
21052,140.0,34.0,0.0,74.0
21054,151.0,38.0,0.0,68.0
21055,144.0,37.0,0.0,67.0
21056,149.0,41.0,0.0,66.0
21057,142.0,34.0,0.0,67.0
21058,142.0,36.0,0.0,68.0
21061,146.0,38.0,0.0,62.0
21067,145.0,38.0,0.0,65.0
21068,142.0,31.0,0.0,73.0
21072,146.0,37.0,0.0,64.0
21073,146.0,39.0,0.0,66.0
21075,141.0,35.0,0.0,72.0
21079,144.0,36.0,0.0,69.0
21084,141.0,37.0,0.0,66.0
21086,140.0,35.0,0.0,70.0
21087,144.0,38.0,0.0,68.0
21088,150.0,41.0,0.0,70.0
21093,144.0,37.0,0.0,68.0
21096,145.0,34.0,0.0,71.0
21101,140.0,35.0,0.0,71.0
21103,142.0,36.0,0.0,68.0
21108,146.0,38.0,0.0,69.0
21109,135.0,24.0,0.0,95.0
21110,139.0,29.0,0.0,74.0
21112,142.0,34.0,0.0,67.0
21113,139.0,33.0,0.0,74.0
21116,140.0,34.0,0.0,71.0
21118,146.0,37.0,0.0,66.0
21123,141.0,35.0,0.0,71.0
21127,142.0,33.0,0.0,68.0
21129,142.0,36.0,0.0,68.0
21130,145.0,37.0,0.0,66.0
21131,152.0,40.0,0.0,69.0
21134,146.0,37.0,0.0,69.0
21135,144.0,35.0,0.0,68.0
21142,144.0,37.0,0.0,68.0
21144,141.0,36.0,0.0,68.0
21146,145.0,38.0,0.0,67.0
21147,140.0,32.0,0.0,68.0
21148,142.0,33.0,0.0,70.0
21151,140.0,33.0,0.0,70.0
21153,150.0,42.0,0.0,71.0
21157,142.0,33.0,0.0,69.0
21158,147.0,40.0,0.0,68.0
21159,142.0,36.0,0.0,69.0
21160,150.0,40.0,0.0,71.0
21161,142.0,35.0,0.0,69.0
21162,148.0,39.0,0.0,66.0
21163,149.0,41.0,0.0,70.0
21165,140.0,33.0,0.0,69.0
21166,144.0,36.0,0.0,69.0
21168,144.0,35.0,0.0,69.0
21171,144.0,29.0,0.0,91.0
21174,142.0,38.0,0.0,69.0
21175,145.0,36.0,0.0,66.0
21176,142.0,37.0,0.0,70.0
21177,146.0,37.0,0.0,70.0
21178,147.0,35.0,0.0,71.0
21179,142.0,32.0,0.0,69.0
21181,142.0,35.0,0.0,68.0
21182,150.0,38.0,0.0,67.0
21184,146.0,37.0,0.0,69.0
21191,146.0,35.0,0.0,66.0
21195,138.0,32.0,0.0,72.0
21200,142.0,35.0,0.0,68.0
21201,152.0,40.0,0.0,72.0
21202,142.0,34.0,0.0,66.0
21205,141.0,34.0,0.0,70.0
21210,142.0,35.0,0.0,68.0
21211,144.0,36.0,0.0,69.0
21214,144.0,35.0,0.0,70.0
21215,144.0,36.0,0.0,67.0
21216,145.0,35.0,0.0,71.0
21218,139.0,34.0,0.0,73.0
21219,142.0,34.0,0.0,67.0
21220,146.0,38.0,0.0,63.0
21226,143.0,35.0,0.0,71.0
21227,145.0,39.0,0.0,66.0
21231,140.0,29.0,0.0,75.0
21233,142.0,33.0,0.0,69.0
21235,138.0,33.0,0.0,70.0
21239,144.0,34.0,0.0,70.0
21240,144.0,37.0,0.0,66.0
21241,140.0,35.0,0.0,69.0
21243,139.0,32.0,0.0,72.0
21245,144.0,37.0,0.0,67.0
21249,148.0,38.0,0.0,69.0
21250,144.0,38.0,0.0,69.0
21251,147.0,38.0,0.0,64.0
21253,146.0,38.0,0.0,70.0
21256,144.0,36.0,0.0,70.0
21257,148.0,40.0,0.0,66.0
21259,140.0,33.0,0.0,68.0
21266,144.0,35.0,0.0,68.0
21268,143.0,37.0,0.0,69.0
21269,143.0,35.0,0.0,71.0
21270,142.0,36.0,0.0,71.0
21274,144.0,37.0,0.0,67.0
21275,142.0,33.0,0.0,68.0
21283,142.0,36.0,0.0,66.0
21284,149.0,39.0,0.0,65.0
21286,143.0,32.0,0.0,71.0
21287,144.0,36.0,0.0,66.0
21292,145.0,38.0,0.0,67.0
21294,143.0,37.0,0.0,72.0
21299,141.0,35.0,0.0,72.0
21300,144.0,36.0,0.0,67.0
21301,140.0,34.0,0.0,71.0
21302,145.0,41.0,0.0,69.0
21305,143.0,33.0,0.0,72.0
21307,141.0,34.0,0.0,70.0
21310,143.0,36.0,0.0,67.0
21312,144.0,38.0,0.0,67.0
21314,144.0,37.0,0.0,68.0
21321,144.0,36.0,0.0,69.0
21328,144.0,37.0,0.0,66.0
21331,144.0,35.0,0.0,69.0
21332,142.0,36.0,0.0,67.0
21333,146.0,38.0,0.0,70.0
21336,141.0,35.0,0.0,69.0
21339,146.0,37.0,0.0,68.0
21342,140.0,35.0,0.0,70.0
21343,142.0,37.0,0.0,66.0
21344,146.0,35.0,0.0,67.0
21347,140.0,36.0,0.0,73.0
21348,144.0,36.0,0.0,68.0
21349,148.0,39.0,0.0,69.0
21350,144.0,35.0,0.0,67.0
21351,150.0,39.0,0.0,69.0
21362,144.0,36.0,0.0,68.0
21364,144.0,36.0,0.0,66.0
21365,142.0,33.0,0.0,69.0
21366,142.0,34.0,0.0,69.0
21370,146.0,35.0,0.0,69.0
21373,143.0,34.0,0.0,71.0
21375,141.0,35.0,0.0,67.0
21379,140.0,34.0,0.0,70.0
21383,141.0,35.0,0.0,71.0
21390,140.0,35.0,0.0,69.0
21391,144.0,35.0,0.0,68.0
21395,152.0,41.0,0.0,68.0
21401,143.0,37.0,0.0,69.0
21402,144.0,36.0,0.0,69.0
21404,142.0,34.0,0.0,68.0
21406,142.0,34.0,0.0,68.0
21407,142.0,33.0,0.0,69.0
21409,145.0,36.0,0.0,72.0
21411,144.0,36.0,0.0,69.0
21412,154.0,42.0,0.0,68.0
21413,141.0,33.0,0.0,74.0
21416,140.0,34.0,0.0,71.0
21418,147.0,37.0,0.0,66.0
21421,142.0,35.0,0.0,68.0
21422,140.0,34.0,0.0,70.0
21424,142.0,35.0,0.0,66.0
21425,140.0,36.0,0.0,71.0
21427,144.0,36.0,0.0,68.0
21428,142.0,33.0,0.0,71.0
21430,142.0,34.0,0.0,69.0
21435,144.0,35.0,0.0,72.0
21436,142.0,33.0,0.0,68.0
21437,144.0,34.0,0.0,70.0
21438,139.0,33.0,0.0,73.0
21439,142.0,34.0,0.0,67.0
21440,140.0,35.0,0.0,69.0
21442,143.0,35.0,0.0,70.0
21443,144.0,35.0,0.0,69.0
21448,151.0,42.0,0.0,68.0
21449,143.0,35.0,0.0,71.0
21452,143.0,35.0,0.0,67.0
21455,142.0,36.0,0.0,68.0
21456,141.0,34.0,0.0,72.0
21458,140.0,32.0,0.0,72.0
21459,143.0,37.0,0.0,68.0
21460,145.0,36.0,0.0,66.0
21461,144.0,34.0,0.0,68.0
21462,146.0,36.0,0.0,71.0
21463,142.0,34.0,0.0,66.0
21464,142.0,34.0,0.0,68.0
21465,142.0,34.0,0.0,69.0
21466,142.0,35.0,0.0,67.0
21467,139.0,31.0,0.0,75.0
21468,141.0,35.0,0.0,70.0
21470,142.0,34.0,0.0,68.0
21471,142.0,32.0,0.0,70.0
21476,148.0,38.0,0.0,69.0
21481,149.0,39.0,0.0,71.0
21482,139.0,31.0,0.0,74.0
21487,142.0,34.0,0.0,67.0
21488,146.0,35.0,0.0,70.0
21489,143.0,32.0,0.0,72.0
21490,144.0,35.0,0.0,70.0
21494,140.0,32.0,0.0,71.0
21499,142.0,36.0,0.0,69.0
21500,144.0,37.0,0.0,69.0
21503,143.0,34.0,0.0,71.0
21504,143.0,34.0,0.0,70.0
21506,142.0,34.0,0.0,70.0
21509,141.0,32.0,0.0,73.0
21510,143.0,34.0,0.0,71.0
21511,145.0,34.0,0.0,69.0
21516,144.0,35.0,0.0,69.0
21519,146.0,34.0,0.0,70.0
21520,144.0,35.0,0.0,69.0
21521,140.0,32.0,0.0,73.0
21522,142.0,36.0,0.0,68.0
21525,146.0,38.0,0.0,69.0
21527,139.0,32.0,0.0,74.0
21532,145.0,38.0,0.0,66.0
21536,141.0,33.0,0.0,70.0
21537,142.0,36.0,0.0,68.0
21538,142.0,33.0,0.0,74.0
21539,146.0,37.0,0.0,70.0
21540,142.0,36.0,0.0,69.0
21543,140.0,33.0,0.0,71.0
21544,147.0,40.0,0.0,66.0
21545,140.0,34.0,0.0,70.0
21548,150.0,39.0,0.0,67.0
21549,140.0,35.0,0.0,68.0
21551,141.0,33.0,0.0,71.0
21554,144.0,35.0,0.0,68.0
21555,143.0,33.0,0.0,66.0
21557,145.0,39.0,0.0,68.0
21560,144.0,36.0,0.0,70.0
21561,142.0,35.0,0.0,68.0
21570,147.0,39.0,0.0,64.0
21572,142.0,37.0,0.0,66.0
21577,140.0,33.0,0.0,72.0
21578,144.0,35.0,0.0,66.0
21581,149.0,40.0,0.0,67.0
21583,147.0,39.0,0.0,68.0
21584,139.0,33.0,0.0,74.0
21585,141.0,32.0,0.0,72.0
21586,139.0,34.0,0.0,72.0
21587,144.0,37.0,0.0,67.0
21589,144.0,36.0,0.0,68.0
21590,144.0,37.0,0.0,68.0
21591,143.0,37.0,0.0,67.0
21593,142.0,35.0,0.0,69.0
21594,144.0,39.0,0.0,69.0
21597,142.0,35.0,0.0,68.0
21602,142.0,34.0,0.0,69.0
21606,142.0,34.0,0.0,73.0
21607,142.0,35.0,0.0,68.0
21612,144.0,36.0,0.0,67.0
21616,143.0,34.0,0.0,71.0
21618,145.0,37.0,0.0,67.0
21625,144.0,36.0,0.0,62.0
21626,140.0,32.0,0.0,73.0
21628,144.0,37.0,0.0,69.0
21629,152.0,40.0,0.0,67.0
21633,145.0,37.0,0.0,67.0
21634,140.0,33.0,0.0,71.0
21636,142.0,34.0,0.0,69.0
21638,143.0,36.0,0.0,67.0
21640,144.0,36.0,0.0,68.0
21642,143.0,37.0,0.0,65.0
21644,149.0,39.0,0.0,72.0
21650,144.0,35.0,0.0,69.0
21651,158.0,43.0,0.0,69.0
21653,150.0,38.0,0.0,69.0
21657,140.0,34.0,0.0,71.0
21658,146.0,34.0,0.0,66.0
21660,143.0,33.0,0.0,72.0
21661,144.0,37.0,0.0,66.0
21662,143.0,35.0,0.0,72.0
21664,144.0,37.0,0.0,68.0
21666,146.0,38.0,0.0,68.0
21670,144.0,36.0,0.0,69.0
21671,142.0,34.0,0.0,68.0
21674,146.0,39.0,0.0,67.0
21676,147.0,39.0,0.0,67.0
21679,151.0,41.0,0.0,70.0
21683,145.0,39.0,0.0,66.0
21686,141.0,32.0,0.0,72.0
21689,157.0,44.0,0.0,67.0
21690,148.0,36.0,0.0,68.0
21691,141.0,34.0,0.0,70.0
21698,149.0,39.0,0.0,71.0
21699,142.0,37.0,0.0,68.0
21701,139.0,33.0,0.0,74.0
21702,143.0,36.0,0.0,69.0
21705,142.0,36.0,0.0,68.0
21709,139.0,33.0,0.0,74.0
21713,142.0,35.0,0.0,66.0
21714,146.0,36.0,0.0,64.0
21719,142.0,33.0,0.0,69.0
21733,139.0,32.0,0.0,73.0
21734,142.0,35.0,0.0,69.0
21743,142.0,36.0,0.0,69.0
21744,144.0,35.0,0.0,70.0
21745,144.0,35.0,0.0,69.0
21746,144.0,34.0,0.0,69.0
21754,144.0,36.0,0.0,70.0
21757,141.0,36.0,0.0,67.0
21759,145.0,37.0,0.0,71.0
21761,145.0,38.0,0.0,68.0
21763,140.0,34.0,0.0,71.0
21764,139.0,31.0,0.0,73.0
21766,144.0,37.0,0.0,69.0
21768,149.0,39.0,0.0,65.0
21773,140.0,34.0,0.0,70.0
21775,157.0,45.0,0.0,66.0
21776,141.0,35.0,0.0,69.0
21777,142.0,37.0,0.0,69.0
21778,146.0,39.0,0.0,69.0
21779,142.0,35.0,0.0,69.0
21780,144.0,32.0,0.0,69.0
21781,145.0,37.0,0.0,67.0
21782,139.0,33.0,0.0,73.0
21784,147.0,38.0,0.0,72.0
21785,143.0,37.0,0.0,68.0
21787,145.0,37.0,0.0,66.0
21788,142.0,35.0,0.0,68.0
21789,150.0,40.0,0.0,67.0
21793,145.0,34.0,0.0,72.0
21794,148.0,39.0,0.0,65.0
21795,144.0,37.0,0.0,69.0
21796,135.0,25.0,0.0,92.0
21798,143.0,36.0,0.0,66.0
21801,148.0,42.0,0.0,67.0
21811,146.0,41.0,0.0,67.0
21815,148.0,38.0,0.0,68.0
21817,140.0,34.0,0.0,70.0
21819,144.0,37.0,0.0,66.0
21820,143.0,36.0,0.0,67.0
21822,147.0,40.0,0.0,70.0
21827,142.0,34.0,0.0,68.0
21828,139.0,31.0,0.0,73.0
21829,150.0,39.0,0.0,63.0
21830,143.0,34.0,0.0,70.0
21832,146.0,38.0,0.0,72.0
21833,150.0,40.0,0.0,67.0
21834,142.0,34.0,0.0,68.0
21837,151.0,40.0,0.0,69.0
21838,143.0,37.0,0.0,72.0
21839,138.0,32.0,0.0,71.0
21840,142.0,34.0,0.0,69.0
21841,144.0,36.0,0.0,69.0
21842,143.0,38.0,0.0,67.0
21843,142.0,36.0,0.0,70.0
21846,144.0,37.0,0.0,68.0
21847,147.0,39.0,0.0,72.0
21848,144.0,37.0,0.0,69.0
21853,145.0,40.0,0.0,68.0
21855,142.0,35.0,0.0,68.0
21857,147.0,37.0,0.0,67.0
21859,142.0,36.0,0.0,69.0
21861,140.0,34.0,0.0,75.0
21862,140.0,35.0,0.0,72.0
21863,143.0,38.0,0.0,65.0
21864,144.0,36.0,0.0,68.0
21866,144.0,38.0,0.0,68.0
21867,142.0,35.0,0.0,66.0
21868,143.0,35.0,0.0,71.0
21869,140.0,36.0,0.0,70.0
21870,146.0,38.0,0.0,68.0
21871,142.0,36.0,0.0,68.0
21872,144.0,37.0,0.0,68.0
21878,141.0,35.0,0.0,71.0
21881,147.0,37.0,0.0,71.0
21882,140.0,33.0,0.0,69.0
21886,143.0,37.0,0.0,68.0
21887,145.0,39.0,0.0,68.0
21888,142.0,36.0,0.0,68.0
21889,146.0,38.0,0.0,69.0
21890,139.0,35.0,0.0,73.0
21891,146.0,37.0,0.0,67.0
21893,144.0,37.0,0.0,70.0
21900,140.0,34.0,0.0,70.0
21901,142.0,37.0,0.0,68.0
21902,146.0,40.0,0.0,63.0
21905,143.0,35.0,0.0,71.0
21906,142.0,32.0,0.0,71.0
21907,144.0,35.0,0.0,70.0
21908,143.0,34.0,0.0,68.0
21909,144.0,36.0,0.0,64.0
21910,143.0,36.0,0.0,71.0
21911,144.0,34.0,0.0,67.0
21912,143.0,35.0,0.0,67.0
21913,142.0,35.0,0.0,68.0
21917,141.0,34.0,0.0,72.0
21918,146.0,36.0,0.0,63.0
21919,140.0,35.0,0.0,70.0
21920,144.0,34.0,0.0,70.0
21921,147.0,38.0,0.0,70.0
21925,131.0,19.0,0.0,95.0
21926,140.0,33.0,0.0,71.0
21927,136.0,29.0,0.0,73.0
21929,145.0,37.0,0.0,71.0
21930,140.0,33.0,0.0,71.0
21938,139.0,34.0,0.0,73.0
21939,140.0,33.0,0.0,72.0
21943,144.0,36.0,0.0,72.0
21945,148.0,39.0,0.0,68.0
21946,142.0,35.0,0.0,70.0
21949,141.0,34.0,0.0,70.0
21952,140.0,32.0,0.0,71.0
21957,142.0,33.0,0.0,70.0
21960,142.0,34.0,0.0,70.0
21962,141.0,34.0,0.0,67.0
21963,149.0,38.0,0.0,72.0
21967,139.0,32.0,0.0,75.0
21971,140.0,35.0,0.0,72.0
21977,144.0,36.0,0.0,67.0
21978,140.0,33.0,0.0,71.0
21981,144.0,36.0,0.0,67.0
21983,144.0,35.0,0.0,65.0
21987,144.0,34.0,0.0,70.0
21992,144.0,36.0,0.0,63.0
21994,141.0,35.0,0.0,73.0
21995,142.0,34.0,0.0,69.0
21997,139.0,33.0,0.0,73.0
22002,133.0,25.0,0.0,90.0
22003,146.0,38.0,0.0,71.0
22007,140.0,35.0,0.0,69.0
22009,151.0,42.0,0.0,65.0
22017,148.0,38.0,0.0,69.0
22018,140.0,31.0,0.0,68.0
22021,148.0,38.0,0.0,69.0
22027,144.0,37.0,0.0,69.0
22028,144.0,36.0,0.0,66.0
22029,142.0,36.0,0.0,72.0
22034,147.0,40.0,0.0,67.0
22036,147.0,38.0,0.0,65.0
22037,141.0,36.0,0.0,70.0
22040,140.0,36.0,0.0,71.0
22041,143.0,37.0,0.0,72.0
22042,144.0,35.0,0.0,67.0
22044,151.0,43.0,0.0,68.0
22047,142.0,34.0,0.0,67.0
22048,142.0,36.0,0.0,68.0
22049,143.0,38.0,0.0,66.0
22051,142.0,35.0,0.0,70.0
22052,146.0,37.0,0.0,69.0
22054,148.0,37.0,0.0,68.0
22055,142.0,32.0,0.0,71.0
22056,146.0,38.0,0.0,68.0
22059,143.0,35.0,0.0,71.0
22060,142.0,34.0,0.0,67.0
22064,149.0,38.0,0.0,71.0
22066,147.0,40.0,0.0,66.0
22067,142.0,34.0,0.0,69.0
22069,140.0,35.0,0.0,71.0
22071,146.0,36.0,0.0,70.0
22072,144.0,37.0,0.0,68.0
22074,144.0,36.0,0.0,68.0
22075,141.0,36.0,0.0,72.0
22077,142.0,36.0,0.0,68.0
22078,142.0,35.0,0.0,67.0
22080,144.0,36.0,0.0,69.0
22081,131.0,24.0,0.0,93.0
22082,141.0,35.0,0.0,71.0
22086,141.0,34.0,0.0,71.0
22087,144.0,36.0,0.0,68.0
22089,143.0,36.0,0.0,67.0
22092,142.0,36.0,0.0,68.0
22093,140.0,35.0,0.0,69.0
22095,147.0,36.0,0.0,71.0
22099,140.0,35.0,0.0,71.0
22100,146.0,38.0,0.0,68.0
22101,140.0,34.0,0.0,71.0
22102,140.0,34.0,0.0,72.0
22103,147.0,39.0,0.0,70.0
22104,140.0,32.0,0.0,67.0
22106,144.0,37.0,0.0,69.0
22107,148.0,38.0,0.0,68.0
22108,141.0,33.0,0.0,67.0
22109,144.0,38.0,0.0,68.0
22115,143.0,34.0,0.0,71.0
22117,143.0,38.0,0.0,67.0
22118,146.0,37.0,0.0,72.0
22120,144.0,37.0,0.0,70.0
22123,143.0,37.0,0.0,70.0
22124,140.0,36.0,0.0,72.0
22126,141.0,35.0,0.0,69.0
22129,139.0,31.0,0.0,73.0
22132,144.0,37.0,0.0,69.0
22133,140.0,36.0,0.0,71.0
22134,140.0,35.0,0.0,71.0
22135,140.0,33.0,0.0,71.0
22136,142.0,34.0,0.0,67.0
22137,144.0,36.0,0.0,67.0
22138,142.0,37.0,0.0,66.0
22139,140.0,34.0,0.0,69.0
22140,142.0,37.0,0.0,68.0
22142,142.0,38.0,0.0,68.0
22145,144.0,36.0,0.0,69.0
22146,147.0,33.0,0.0,71.0
22147,145.0,36.0,0.0,71.0
22149,142.0,37.0,0.0,68.0
22151,144.0,37.0,0.0,64.0
22154,144.0,36.0,0.0,69.0
22158,139.0,33.0,0.0,74.0
22159,144.0,37.0,0.0,70.0
22160,142.0,33.0,0.0,67.0
22163,141.0,32.0,0.0,72.0
22166,145.0,40.0,0.0,67.0
22168,142.0,36.0,0.0,69.0
22172,142.0,35.0,0.0,69.0
22179,146.0,37.0,0.0,69.0
22181,144.0,37.0,0.0,68.0
22183,144.0,35.0,0.0,66.0
22184,142.0,37.0,0.0,69.0
22186,146.0,38.0,0.0,69.0
22187,138.0,31.0,0.0,74.0
22190,148.0,38.0,0.0,71.0
22191,146.0,39.0,0.0,68.0
22193,144.0,35.0,0.0,69.0
22194,144.0,37.0,0.0,66.0
22195,158.0,48.0,0.0,68.0
22196,144.0,35.0,0.0,68.0
22197,139.0,32.0,0.0,73.0
22198,147.0,40.0,0.0,69.0
22200,148.0,39.0,0.0,69.0
22201,150.0,41.0,0.0,68.0
22202,139.0,32.0,0.0,73.0
22203,140.0,34.0,0.0,69.0
22205,144.0,37.0,0.0,63.0
22206,144.0,35.0,0.0,68.0
22208,146.0,36.0,0.0,68.0
22209,141.0,35.0,0.0,72.0
22211,142.0,34.0,0.0,67.0
22214,142.0,36.0,0.0,66.0
22215,140.0,34.0,0.0,71.0
22216,140.0,35.0,0.0,71.0
22217,142.0,36.0,0.0,68.0
22220,141.0,36.0,0.0,71.0
22221,142.0,35.0,0.0,70.0
22222,141.0,35.0,0.0,68.0
22224,145.0,38.0,0.0,69.0
22228,139.0,36.0,0.0,73.0
22229,147.0,38.0,0.0,67.0
22230,144.0,37.0,0.0,69.0
22231,142.0,37.0,0.0,69.0
22232,144.0,35.0,0.0,70.0
22234,141.0,32.0,0.0,72.0
22238,145.0,39.0,0.0,71.0
22240,141.0,31.0,0.0,71.0
22241,139.0,32.0,0.0,74.0
22243,146.0,38.0,0.0,63.0
22245,140.0,33.0,0.0,72.0
22250,145.0,40.0,0.0,65.0
22251,140.0,34.0,0.0,72.0
22252,141.0,32.0,0.0,71.0
22256,140.0,34.0,0.0,74.0
22258,142.0,36.0,0.0,67.0
22264,142.0,34.0,0.0,69.0
22266,140.0,35.0,0.0,71.0
22267,142.0,36.0,0.0,70.0
22268,143.0,36.0,0.0,65.0
22270,144.0,36.0,0.0,67.0
22273,142.0,34.0,0.0,68.0
22276,139.0,36.0,0.0,67.0
22277,143.0,36.0,0.0,71.0
22280,143.0,34.0,0.0,71.0
22283,143.0,34.0,0.0,71.0
22284,142.0,37.0,0.0,69.0
22285,147.0,36.0,0.0,69.0
22286,140.0,34.0,0.0,71.0
